603,0.437942955920484,0.1859375446415816,0.437942955920484,0.2520054112789023,15319,4040,15319,region_growing,,,,,normal,,-300.0,1008.0,fixed,,8534104,8290880,206,13500416,68,68,0,138,205,0.3300970873786408,18.0,27.0,20.80410406586877,20.464285714285715,1.6219817552599447,19.45,23.0,11.4609375,17.19140625,13.246363135689885,13.029994419642858,1.032746195731918,12.3841796875,14.64453125,13.029994419642858,,13.37109375,13.37109375,3.8203125,1.7191406249999996,0.4028869374390029,0.0147058823529411,0.0,robust,False,68,68,0,0,,,0.3300970873786408,0.3300970873786408,coverage_below_tail_threshold,127669,True,False,False,,,0,,,,,127669,78,1636.7820512820513,0.0094566715573801,fixed,907,209602,6.718311494993932e-05,0.015525595655719,26,fixed_complete,1,no,,,0.8535449261171231,1.848463335835826,no,no,no,0,,,,,,,no,none,0.1227541750452801,0.1227541750452801,fixed,nominal,,0,no,no,no,no,no,no,0.0094566715573801,0.8535449261171231,1.848463335835826,,,,,,0.0094566715573801,fixed_complete,yes,found but incorrect,yes,yes,,,no,no,no,no,0.9004562916672442,27.84537235076125,"(84, 169, 172)","(103, 140, 129)",,no ostium correct,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
676,0.4988176919796875,0.2074187771808646,0.4988176919796875,0.2913989147988228,8518,2266,8518,region_growing,,,,,normal,,-300.0,1018.0,fixed,,13159832,12996925,275,18022400,144,144,0,131,274,0.5236363636363637,18.0,28.0,22.40168725949976,22.153409090909093,2.4507185608961533,19.5,27.0,13.2890625,20.671875,16.53874567205256,16.355446555397727,1.809319562536613,14.396484375,19.93359375,16.355446555397727,,14.765625,20.302734375,4.4296875,1.107421875,0.4958911361885995,0.0208333333333333,0.0,robust,True,144,127,5,22,152.0,152.0,0.5236363636363637,0.4618181818181818,persistent_tail_trimmed+stable_tail_extrapolated,218928,True,False,False,,,0,,,,,218928,137,1598.014598540146,0.012147549715909,fixed,2041,219148,0.0001132479580965,0.012159756747159,26,fixed_complete,1,no,,,0.9495959595959595,1.4251806245392569,no,no,no,0,,,,,,,no,none,0.0419524080582837,0.0419524080582837,fixed,nominal,,0,no,no,no,no,no,no,0.012147549715909,0.9495959595959595,1.4251806245392569,,,,,,0.012147549715909,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,no,2.7084625995793834,1.6718430560616515,"(77, 183, 140)","(97, 161, 184)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
44,0.6156507154463022,0.3559051807207807,0.6156507154463022,0.2597455347255215,51364,13046,51364,region_growing,,,,,normal,,-300.0,1053.5,fixed,,7840844,7648323,206,13500416,94,94,0,112,205,0.4563106796116505,18.0,29.0,22.068183737066715,22.0,2.5719404821916134,18.65,24.857142857142858,10.6171875,17.10546875,13.016780251160446,12.9765625,1.5170430187927093,11.0005859375,14.661830357142858,12.9765625,,15.92578125,13.19775390625,5.8984375,2.555989583333332,0.4257525616539864,0.0638297872340425,0.0106382978723404,robust,True,94,77,5,22,133.0,133.0,0.4563106796116505,0.3737864077669903,persistent_tail_trimmed+stable_tail_extrapolated,122510,True,False,False,,,0,,,,,122510,86,1424.5348837209303,0.0090745351846935,fixed,1122,122671,8.310855013652912e-05,0.0090864607431356,26,fixed_complete,1,no,,,0.8277074542897328,1.52230098274403,no,no,no,0,,,,,,,no,none,0.1849306663394281,0.1849306663394281,fixed,nominal,,0,no,no,no,no,no,no,0.0090745351846935,0.8277074542897328,1.52230098274403,,,,,,0.0090745351846935,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,yes,0.58984375,0.0,"(97, 131, 150)","(110, 92, 177)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
129,0.7126447678184892,0.3625357160153034,0.7126447678184892,0.3501090518031858,29954,7961,29954,region_growing,,,,,normal,,-300.0,1056.0,fixed,,11861311,11670343,275,18022400,125,125,0,150,274,0.4545454545454545,18.5,26.33333333333333,22.72357424797425,23.272727272727277,2.183717010088316,19.2,25.142857142857142,13.802734375,19.647135416666664,16.95391672407454,17.363636363636363,1.6292576129955791,14.325,18.75892857142857,17.363636363636363,,13.802734375,17.90625,1.6520647321428577,1.0106178977272715,0.4372365832567843,0.0,0.0,robust,False,125,125,0,0,,,0.4545454545454545,0.4545454545454545,unchanged,212265,True,False,False,,,0,,,,,212265,133,1595.9774436090229,0.0117778431285511,fixed,2038,212491,0.0001130814985795,0.0117903830788352,26,fixed_complete,1,no,,,0.9176829268292684,1.431067369762103,no,no,no,0,,,,,,,no,none,0.153771035186129,0.153771035186129,fixed,nominal,,0,no,no,no,no,no,no,0.0117778431285511,0.9176829268292684,1.431067369762103,,,,,,0.0117778431285511,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,no,0.74609375,1.167609424241739,"(95, 159, 167)","(107, 118, 199)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
518,0.7027134007560314,0.3968421052631579,0.7027134007560314,0.3058712954928735,28520,6493,28520,region_growing,,,,,normal,,-300.0,630.25,fixed,,11203928,10970317,243,15925248,93,93,0,150,242,0.382716049382716,18.5,23.625,21.527613694549174,21.75,1.1325928524623687,20.0,22.74,12.791015625,16.33447265625,14.884326655996892,15.0380859375,0.7830817768978097,13.828125,15.722578125,15.0380859375,,15.2109375,16.29743303571429,2.419921875,0.965005580357142,0.4981071331551645,0.0,0.0,robust,False,93,93,0,0,,,0.382716049382716,0.382716049382716,coverage_below_tail_threshold,151973,True,False,False,,,0,,,,,151973,103,1475.4660194174758,0.009542896914384,fixed,1337,152181,8.395473652906379e-05,0.0095559579354745,26,fixed_complete,1,no,,,0.9210526315789472,1.4054819906241598,no,no,no,0,,,,,,,no,none,0.1268938421791051,0.1268938421791051,fixed,nominal,,0,no,no,no,no,no,no,0.009542896914384,0.9210526315789472,1.4054819906241598,,,,,,0.009542896914384,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,no,0.69140625,0.8532541254157887,"(108, 160, 161)","(125, 128, 194)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
793,0.7084307131049421,0.4001025115325474,0.7084307131049421,0.3083282015723947,20164,4588,20164,region_growing,,,,,normal,,-300.0,804.0,fixed,,9432611,9268038,206,13500416,58,58,0,148,205,0.2815533980582524,18.5,26.444444444444443,22.748200602079912,22.0,2.301864066196926,20.14,25.81,12.57421875,17.973958333333332,15.46166759672619,14.953125,1.564548232493223,13.68890625,17.542734375,14.953125,,14.2734375,17.162109375,1.359375,1.0467187499999993,0.4160803610004426,0.0,0.0,robust,False,58,58,0,0,,,0.2815533980582524,0.2815533980582524,coverage_below_tail_threshold,130510,True,False,False,,,0,,,,,130510,68,1919.264705882353,0.0096671095172178,fixed,953,130696,7.059041736195389e-05,0.009680886870449,26,fixed_complete,1,no,,,0.9492640881426804,1.6388759197301,no,no,no,0,,,,,,,no,none,0.0824356400566839,0.0824356400566839,fixed,nominal,,0,no,no,no,no,no,no,0.0096671095172178,0.9492640881426804,1.6388759197301,,,,,,0.0096671095172178,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,no,0.8437861682062879,3.1631750298602275,"(97, 148, 141)","(108, 116, 181)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
550,0.5417879417879418,0.2600962955684386,0.5417879417879418,0.2816916462195031,11416,2910,11416,region_growing,,,,,normal,,-300.0,944.0,fixed,,12682437,12564722,275,18022400,98,98,0,177,274,0.3563636363636364,18.0,23.166666666666668,20.615560714795407,20.85,1.1799815660766857,19.0,21.906923076923075,12.515625,16.108072916666668,14.334257059506184,14.497265625,0.8204559326626955,13.2109375,15.232157451923076,14.497265625,,12.515625,13.90625,3.12890625,0.6953125,0.4624918648778195,0.0408163265306122,0.0,robust,False,98,98,0,0,,,0.3563636363636364,0.3563636363636364,coverage_below_tail_threshold,131711,True,False,False,,,0,,,,,131711,108,1219.5462962962963,0.0073081831498579,fixed,1312,131935,7.279829545454545e-05,0.0073206121271306,26,fixed_complete,1,no,,,0.9108114391195126,1.128368242337272,no,no,no,0,,,,,,,no,none,0.082614578786556,0.082614578786556,fixed,nominal,,0,no,no,no,no,no,no,0.0073081831498579,0.9108114391195126,1.128368242337272,,,,,,0.0073081831498579,fixed_complete,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.6331862610496235,"(97, 158, 200)","(113, 127, 211)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
631,0.7243289305496379,0.3962937592385622,0.7243289305496379,0.3280351713110757,24952,5749,24952,region_growing,,,,,normal,,-300.0,852.25,fixed,,11146468,10912043,275,18022400,133,133,0,142,274,0.4836363636363636,18.0,28.5,24.65211227786416,25.8,2.8679227145438557,19.53333333333333,27.33333333333333,12.65625,20.0390625,17.333516445373235,18.140625,2.0165081586636484,13.734375,19.21875,18.140625,,12.65625,18.71394230769231,2.4609375,1.5167410714285718,0.4484995857050822,0.0150375939849624,0.0,robust,True,133,124,5,14,155.0,155.0,0.4836363636363636,0.4509090909090909,persistent_tail_trimmed+stable_tail_extrapolated,307276,True,False,False,,,0,,,,,307276,134,2293.10447761194,0.0170496715198863,fixed,2468,307553,0.0001369406960227,0.0170650412819602,26,fixed_complete,1,no,,,0.9837890070921986,1.5542387312305053,no,no,no,0,,,,,,,no,none,0.0511228396825541,0.0511228396825541,fixed,nominal,,0,no,no,no,no,no,no,0.0170496715198863,0.9837890070921986,1.5542387312305053,,,,,,0.0170496715198863,fixed_complete,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,4.112196037398995,"(94, 131, 153)","(120, 92, 192)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
330,0.6811960029145415,0.377797838113094,0.6811960029145415,0.3033981648014475,43596,9943,43596,region_growing,,,,,normal,,-300.0,748.0,fixed,,10486471,10190165,275,18022400,138,138,0,137,274,0.5018181818181818,18.0,29.0,21.25223168538386,21.0,2.035904136597426,19.0,24.0,11.4609375,18.46484375,13.531694393428005,13.37109375,1.2962983369741428,12.09765625,15.28125,13.37109375,,11.4609375,13.280133928571429,6.048828125,2.088437500000002,0.4451889347976473,0.0434782608695652,0.0144927536231884,robust,True,138,98,5,45,181.0,181.0,0.5018181818181818,0.3563636363636364,persistent_tail_trimmed+stable_tail_extrapolated,122609,True,False,False,,,0,,,,,122609,104,1178.9326923076924,0.006803144975142,fixed,1339,122795,7.429643110795455e-05,0.0068134654651988,26,fixed_complete,1,no,,,0.7731598984771574,1.0680592882238416,no,no,no,0,,,,,,,no,none,0.2086524374842128,0.2086524374842128,fixed,nominal,,0,no,no,no,no,no,no,0.006803144975142,0.7731598984771574,1.0680592882238416,,,,,,0.006803144975142,fixed_complete,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.974511812933532,"(105, 141, 195)","(119, 113, 222)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
90,0.3867251186551212,0.1723398742079103,0.3867251186551212,0.2143852444472109,16894,4143,16894,region_growing,,,,,normal,,-300.0,798.75,fixed,,11946733,11671458,275,18022400,131,131,0,144,274,0.4763636363636364,18.0,27.25,24.80960807640197,26.125,2.6876878910753144,20.0,27.0,11.8828125,17.9892578125,16.378217831687238,17.24658203125,1.7742939593426883,13.203125,17.82421875,17.24658203125,,12.873046875,17.82421875,1.8154296875,0.7488058035714268,0.5099409184059214,0.015267175572519,0.0,robust,False,131,131,0,0,,,0.4763636363636364,0.4763636363636364,unchanged,283997,True,False,False,,,0,,,,,283997,141,2014.163120567376,0.0157580011541193,fixed,2568,284226,0.0001424893465909,0.0157707075639204,26,fixed_complete,1,no,,,0.9712907186497882,1.4025280680374694,no,no,no,0,,,,,,,no,none,0.0728312841632613,0.0728312841632613,fixed,nominal,,0,no,no,no,no,no,no,0.0157580011541193,0.9712907186497882,1.4025280680374694,,,,,,0.0157580011541193,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,no,1.4761542507713454,2.4844026384075835,"(86, 154, 150)","(110, 125, 186)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
608,0.6681823789633233,0.4212961410802293,0.6681823789633233,0.246886237883094,34612,7700,34612,region_growing,,,,,normal,,-300.0,874.146240234375,fixed,,8772110,8677990,206,13500416,87,87,0,119,205,0.4223300970873786,18.5,26.166666666666668,22.65863769053424,23.0,2.0789813413349307,19.8,25.18,11.779296875,16.660807291666668,14.427179467019847,14.64453125,1.3237264009281002,12.60703125,16.032578125,14.64453125,,14.64453125,16.48394097222222,2.865234375,0.955078125,0.4505639232169201,0.0,0.0,robust,False,87,87,0,0,,,0.4223300970873786,0.4223300970873786,unchanged,168406,True,False,False,,,0,,,,,168406,97,1736.1443298969073,0.0124741341303853,fixed,1389,168692,0.0001028857184845,0.012495318662773,26,fixed_complete,1,no,,,0.9012779933292492,1.781753285001969,no,no,no,0,,,,,,,no,none,0.1161309583043088,0.1161309583043088,fixed,nominal,,0,no,no,no,no,no,no,0.0124741341303853,0.9012779933292492,1.781753285001969,,,,,,0.0124741341303853,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,no,1.3680800657879093,1.6295431159075118,"(92, 126, 142)","(94, 80, 169)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
887,0.550806599263584,0.2487607270401364,0.550806599263584,0.3020458722234475,16462,4827,16462,region_growing,,,,,normal,,-300.0,916.25,fixed,,11196861,10846478,275,18022400,114,114,0,161,274,0.4145454545454545,18.0,24.444444444444443,21.98367161590846,22.708333333333336,1.8369403799833028,19.275,23.96666666666667,14.203125,19.288194444444443,17.34649088442777,17.918294270833336,1.449460768580575,15.2091796875,18.911197916666666,17.918294270833336,,14.203125,18.373883928571427,1.578125,0.9521354166666656,0.4474594881812371,0.0175438596491228,0.0,robust,False,114,114,0,0,,,0.4145454545454545,0.4145454545454545,unchanged,201466,True,False,False,,,0,,,,,201466,124,1624.725806451613,0.0111786443536931,fixed,1729,201727,9.593616832386363e-05,0.0111931263316761,26,fixed_complete,1,no,,,0.9339494440948186,1.6416666528130976,no,no,no,0,,,,,,,no,none,0.0640104086649254,0.0640104086649254,fixed,nominal,,0,no,no,no,no,no,no,0.0111786443536931,0.9339494440948186,1.6416666528130976,,,,,,0.0111786443536931,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,no,0.7890625,1.2738208778734357,"(106, 164, 190)","(126, 130, 207)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
175,0.4584321949576744,0.2924749015310806,0.4584321949576744,0.1659572934265938,41445,9885,41445,region_growing,,,,,normal,,-300.0,972.0,fixed,,10018521,9819563,231,15138816,105,105,0,126,230,0.4545454545454545,18.0,29.0,22.531527520098948,23.9,2.9913186321856533,18.0,25.625,11.4609375,18.46484375,14.346246038188005,15.217578125,1.904628660336959,11.4609375,16.31591796875,15.217578125,,11.4609375,16.27170138888889,5.305989583333332,1.6491015625,0.4022447091747178,0.1714285714285714,0.0095238095238095,robust,True,105,93,5,17,142.0,142.0,0.4545454545454545,0.4025974025974026,persistent_tail_trimmed+stable_tail_extrapolated,196808,True,False,False,,,0,,,,,196808,103,1910.757281553398,0.0130002240597943,fixed,1568,197023,0.000103574810606,0.0130144259630343,26,fixed_complete,1,no,,,0.9305488101019912,1.7636668347152953,no,no,no,0,,,,,,,no,none,0.1365542478972417,0.1365542478972417,fixed,nominal,,0,no,no,no,no,no,no,0.0130002240597943,0.9305488101019912,1.7636668347152953,,,,,,0.0130002240597943,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,no,0.9004562916672442,1.739843048383334,"(98, 197, 169)","(129, 161, 189)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
760,0.7179344731323176,0.3926225820962663,0.7179344731323176,0.3253118910360513,36748,9207,36748,region_growing,,,,,normal,,-300.0,906.25,fixed,,11353982,10508103,275,18022400,116,116,0,159,274,0.4218181818181818,18.0,28.0,21.80463315420212,22.40833333333333,1.940780351144433,19.3,23.52777777777778,11.8125,18.375,14.30929050744514,14.70546875,1.273637105438534,12.665625,15.440104166666668,14.70546875,,17.0625,14.729166666666666,5.90625,1.640625,0.4251868513471747,0.043103448275862,0.0,robust,True,116,108,5,13,171.0,171.0,0.4218181818181818,0.3927272727272727,persistent_tail_trimmed+stable_tail_extrapolated,189461,True,False,False,,,0,,,,,189461,118,1605.6016949152545,0.0105125288529829,fixed,1611,189798,8.93887606534091e-05,0.0105312278053977,26,fixed_complete,1,no,,,0.9133654321757846,1.512099375887746,no,no,no,0,,,,,,,no,none,0.0573703330667546,0.0573703330667546,fixed,nominal,,0,no,no,no,no,no,no,0.0105125288529829,0.9133654321757846,1.512099375887746,,,,,,0.0105125288529829,fixed_complete,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.364304997058942,"(88, 165, 197)","(106, 127, 225)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
696,0.630871461905245,0.3153263260816426,0.630871461905245,0.3155451358236024,19345,4463,19345,region_growing,,,,,normal,,-300.0,855.5,fixed,,8595161,8349663,223,14614528,64,64,0,159,222,0.2869955156950672,19.5,24.375,22.1955059263653,22.0,1.1270799460858034,21.0,23.65416666666667,12.416015625,15.52001953125,14.132294789052906,14.0078125,0.7176329344218201,13.37109375,15.061051432291668,14.0078125,,13.689453125,15.28125,1.5008370535714288,0.8150000000000005,0.43161738403294,0.0,0.0,robust,False,64,64,0,0,,,0.2869955156950672,0.2869955156950672,coverage_below_tail_threshold,110623,True,False,False,,,0,,,,,110623,74,1494.9054054054054,0.0075693857509459,fixed,972,110803,6.650916129484305e-05,0.0075817022622968,26,fixed_complete,1,no,,,0.918560311970638,1.3078133396290486,no,no,no,0,,,,,,,no,none,0.1234876248969727,0.1234876248969727,fixed,nominal,,0,no,no,no,no,no,no,0.0075693857509459,0.918560311970638,1.3078133396290486,,,,,,0.0075693857509459,fixed_complete,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.739843048383334,"(99, 137, 163)","(122, 103, 195)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
194,0.789477826928829,0.4203026678454418,0.789477826928829,0.3691751590833871,33618,8553,33618,region_growing,,,,,normal,,-300.0,1166.25,fixed,,12719510,12433404,275,18022400,118,118,0,157,274,0.4290909090909091,18.0,27.6,23.85291229486145,24.0,2.982789965457874,19.35,27.215,11.4609375,17.5734375,15.18759650024381,15.28125,1.8991982983188809,12.3205078125,17.328300781249997,15.28125,,14.0078125,17.55524553571429,4.45703125,1.0187500000000007,0.4422582297889761,0.0338983050847457,0.0,robust,False,118,118,0,0,,,0.4290909090909091,0.4290909090909091,unchanged,272464,True,False,False,,,0,,,,,272464,128,2128.625,0.0151180752840909,fixed,2130,272694,0.0001181862571022,0.0151308371803977,26,fixed_complete,1,no,,,0.9750453566531284,1.770920954016611,no,no,no,0,,,,,,,no,none,0.1679498877035369,0.1679498877035369,fixed,nominal,,0,no,no,no,no,no,no,0.0151180752840909,0.9750453566531284,1.770920954016611,,,,,,0.0151180752840909,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,no,0.8095744354916121,3.2100011940832087,"(89, 155, 168)","(120, 122, 208)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
305,0.6882742725439355,0.3850248082995038,0.6882742725439355,0.3032494642444316,29356,7075,29356,region_growing,,,,,normal,,-300.0,973.75,fixed,,11295109,11058648,267,17498112,104,104,0,163,266,0.3895131086142322,18.0,23.75,21.06821060883561,21.416666666666664,1.5255649309670058,19.0,22.61688311688312,13.921875,18.369140625,16.294944142771293,16.564453125,1.1799291262947935,14.6953125,17.49274553571429,16.564453125,,13.921875,17.45758928571429,2.70703125,0.9192857142857136,0.4523577575445859,0.0288461538461538,0.0,robust,False,104,104,0,0,,,0.3895131086142322,0.3895131086142322,coverage_below_tail_threshold,150766,True,False,False,,,0,,,,,150766,112,1346.125,0.0086161295572916,fixed,1431,150970,8.178025149227528e-05,0.0086277879579236,26,fixed_complete,1,no,,,0.7886195910948649,1.4501134769002264,no,no,no,0,,,,,,,no,none,0.1547465227635479,0.1547465227635479,fixed,nominal,,0,no,no,no,no,no,no,0.0086161295572916,0.7886195910948649,1.4501134769002264,,,,,,0.0086161295572916,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,no,1.8419615266408251,1.2026683386588757,"(98, 162, 177)","(116, 133, 215)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
344,0.7378324696465106,0.4226584787969634,0.7378324696465106,0.3151739908495472,34861,9262,34861,region_growing,,,,,normal,,-300.0,875.5,fixed,,12357325,10932592,275,18022400,120,120,0,155,274,0.4363636363636363,19.0,27.83333333333333,24.98974537037037,25.75,2.2246761754255355,20.975,27.0,13.2109375,19.35286458333333,17.375682327835648,17.904296875,1.5468451532255674,14.5841796875,18.7734375,17.904296875,,16.6875,17.614583333333332,4.693359375,1.1403124999999996,0.4473633491014487,0.0,0.0,robust,False,120,120,0,0,,,0.4363636363636363,0.4363636363636363,unchanged,277726,True,False,False,,,0,,,,,277726,128,2169.734375,0.0154100452769886,fixed,2362,277961,0.0001310591264204,0.0154230846058238,26,fixed_complete,1,no,,,0.9763592962554072,1.6015605456959507,no,no,no,0,,,,,,,no,none,0.122505069240321,0.122505069240321,fixed,nominal,,0,no,no,no,no,no,no,0.0154100452769886,0.9763592962554072,1.6015605456959507,,,,,,0.0154100452769886,fixed_complete,yes,both tolerable,yes,no,,,no,yes,no,no,2.3132520947588597,1.7128449698162995,"(96, 162, 175)","(110, 133, 218)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,18,30,yes,2.25,10,2
